name,ttm,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
		NetOtherInvestingChanges,"135,000,000","45,000,000","25,000,000",,,"1,217,000,000","-40,000,000","-15,000,000","166,000,000","-26,000,000","3,000,000","316,000,000","-44,000,000","2,008,000,000","-92,000,000","-56,000,000","-84,000,000","2,553,000,000","1,830,000,000","4,000,000","-23,000,000","2,000,000","162,000,000","146,000,000","277,000,000","1,356,000,000","-55,000,000","-143,000,000","17,000,000","-10,000,000","160,000,000","28,000,000","-9,000,000","0","39,000,000","19,000,000","27,000,000","-1,000,000","-4,000,000","5,000,000","-7,000,000","88,000,000","3,000,000","38,000,000","67,000,000","169,000,000","-21,000,000","-19,000,000","-40,000,000","105,000,000","8,000,000","7,000,000","-93,000,000","-74,300,000","52,900,000","-45,700,000","-36,900,000","144,799,915","-3,700,628","-39,642,791","5,143,504","2,699,830","57,199,016","45,801,334","-42,101,015","54,500,634","799,888","34,600,223","-20,900,279","28,600,127","-1,600,863","-14,899,718","14,000,000","97,999,475","252,300,683","2,098,637","-5,199,371","-3,001,780","-309,000,595","762,500,498","-2,099,309","191,099,465","237,401,728","11,998,527","-23,400,255","12,999,929","42,099,481","-18,899,007","-53,099,480","-81,901,711","-238,200,570","-117,398,267","-131,500,652","-23,136,897","-237,481,188","-27,028,011","-117,735,849","37,531,890","-109,337,627","-26,709,951","-31,205,674","-51,043,128","-356,051,656","-18,972,892","-23,539,186","-221,013,054","-7,917,335","-28,568,426","-4,389,632","-43,741,306","-4,082,899","-8,676,018","-61,443,600","-33,699,320","-1,208,252,809","2,352,423","-1,107,266","-12,976,332",,,"-251,668","-16,815,483","10,758,306","176,969","6,897,372"
	CashFromDiscontinuedInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FinancingCashFlow,"-5,428,000,000","-1,643,000,000","-1,180,000,000","-1,122,000,000","-1,483,000,000","2,658,000,000","41,000,000","-898,000,000","-565,000,000","-925,000,000","-721,000,000","-1,738,000,000","-1,386,000,000","-2,621,000,000","-1,066,000,000","-1,157,000,000","99,000,000","-2,692,000,000","-1,412,000,000","-2,390,000,000","-1,009,000,000","1,328,000,000","403,000,000","531,000,000","1,593,000,000","1,000,000","120,000,000","230,000,000","751,000,000","1,457,000,000","605,000,000","686,000,000","225,000,000","3,221,000,000","1,594,000,000","2,490,000,000","2,465,000,000","2,744,000,000","1,175,000,000","731,000,000","420,000,000","1,725,000,000","1,949,000,000","58,000,000","663,000,000","1,469,000,000","289,000,000","0","-378,000,000","152,000,000","490,000,000","23,000,000","84,000,000","912,200,000","1,112,600,000","-190,300,000","-725,500,000","1,929,399,489","914,900,857","-933,119,994","-70,980,352","441,800,139","613,499,775","30,199,691","-181,299,585","280,200,098","649,700,190","-305,299,868","-356,500,467","353,299,291","294,600,465","-228,199,516","-441,800,484","1,342,299,758","-513,199,243","-616,500,047","-98,200,420","346,300,191","-136,800,270","-882,299,603","81,499,927","85,499,811","-20,400,409","-1,178,499,400","421,199,809","746,001,032","-223,100,603","572,200,744","119,599,559","508,401,141","300,200,141","-324,101,216","214,700,594","336,168,111","195,351,931","-143,065,050","250,867,925","609,543,397","381,575,369","201,563,974","158,865,248","43,203,329","444,534,683","34,473,149","184,436,444","145,783,472","-8,208,663","-12,629,838","141,465,883","44,386,023","-75,139,810","-31,402,261","115,605,734","126,209,720","88,222,213","830,874,760","145,743,945","166,641,201","-41,805,709","-114,343,525","-116,396,124","125,051,430","-30,251,669","-47,609,789","-334,284,695"
	CashFlowFromContinuingFinancingActivities,"-5,428,000,000","-1,643,000,000","-1,180,000,000","-1,122,000,000","-1,483,000,000","2,658,000,000","41,000,000","-898,000,000","-565,000,000","-925,000,000","-721,000,000","-1,738,000,000","-1,386,000,000","-2,621,000,000","-1,066,000,000","-1,157,000,000","99,000,000","-2,692,000,000","-1,412,000,000","-2,390,000,000","-1,009,000,000","1,328,000,000","403,000,000","531,000,000","1,593,000,000","1,000,000","120,000,000","230,000,000","751,000,000","1,457,000,000","605,000,000","686,000,000","225,000,000","3,221,000,000","1,594,000,000","2,490,000,000","2,465,000,000","2,744,000,000","1,175,000,000","731,000,000","420,000,000","1,725,000,000","1,949,000,000","58,000,000","663,000,000","1,469,000,000","289,000,000","0","-378,000,000","152,000,000","490,000,000","23,000,000","84,000,000","912,200,000","1,112,600,000","-190,300,000","-725,500,000","1,929,399,489","914,900,857","-933,119,994","-70,980,352","441,800,139","613,499,775","30,199,691","-181,299,585","280,200,098","649,700,190","-305,299,868","-356,500,467","353,299,291","294,600,465","-228,199,516","-441,800,484","1,342,299,758","-513,199,243","-616,500,047","-98,200,420","346,300,191","-136,800,270","-882,299,603","81,499,927","85,499,811","-20,400,409","-1,178,499,400","421,199,809","746,001,032","-223,100,603","572,200,744","119,599,559","508,401,141","300,200,141","-324,101,216","214,700,594","336,168,111","195,351,931","-143,065,050","250,867,925","609,543,397","381,575,369","201,563,974","158,865,248","43,203,329","444,534,683","34,473,149","184,436,444","145,783,472","-8,208,663","-12,629,838","141,465,883","44,386,023","-75,139,810","-31,402,261","115,605,734","126,209,720","88,222,213","830,874,760","145,743,945","166,641,201","-41,805,709","-114,343,525","-116,396,124","125,051,430","-30,251,669","-47,609,789","-334,284,695"
		NetIssuancePaymentsOfDebt,"2,497,000,000","-751,000,000","803,000,000","1,151,000,000","1,294,000,000","4,823,000,000","1,912,000,000","970,000,000","1,417,000,000","913,000,000","1,097,000,000","93,000,000","429,000,000","-963,000,000","651,000,000","493,000,000","2,025,000,000","-810,000,000","-1,565,000,000","-1,366,000,000","157,000,000","-63,000,000","1,374,000,000","924,000,000","2,045,000,000","-163,000,000","703,000,000","232,000,000","-921,000,000","1,302,000,000","1,071,000,000","1,101,000,000","189,000,000","3,260,000,000","1,250,000,000","1,963,000,000","2,527,000,000","2,448,000,000","1,084,000,000","-107,000,000","-33,000,000","1,359,000,000","965,000,000","-631,000,000","108,000,000","948,000,000","-63,000,000","152,000,000","-244,000,000","254,000,000","581,000,000","135,000,000","133,000,000","844,500,000","1,219,600,000","-103,800,000","-776,300,000","786,299,659","1,003,600,707","-849,629,972","8,229,606","555,799,920","720,500,509","133,100,285","-628,500,923","374,900,741","747,000,021","-207,401,229","-268,199,440","442,800,093","368,300,724","-144,200,361","-376,100,363","1,741,699,063","-434,399,338","-532,500,500","-29,699,633","410,401,284","-81,400,634","-826,698,800","156,998,678","-270,299,245","-206,300,061","-1,121,599,620","281,999,681","806,499,439","-161,100,521","623,199,748","178,800,252","554,701,443","354,998,736","-446,900,392","264,100,333","124,767,691","65,237,889","-96,204,763","294,943,396","320,489,339","421,576,331","239,976,356","196,595,745","-211,383,474","476,190,191","63,516,240","209,775,685","63,339,722","16,810,097","12,366,063","166,905,798","81,099,815","-48,345,034","-134,933,038","8,777,657","1,105,661,633","-856,351,970","847,883,701","165,536,332","98,552,605","-5,797,768",,,"144,842,886","-10,505,804","-28,132,585","-38,054,465"
			NetLongTermDebtIssuance,"2,016,000,000","-865,000,000","541,000,000","1,135,000,000","1,205,000,000","4,513,000,000","2,117,000,000","654,000,000","1,444,000,000","761,000,000","483,000,000","573,000,000","492,000,000","-591,000,000","298,000,000","447,000,000","2,179,000,000","-586,000,000","-1,802,000,000","-1,376,000,000","600,000,000","-26,000,000","922,000,000","481,000,000","1,785,000,000","-163,000,000","829,000,000","335,000,000","-1,164,000,000","1,251,000,000","1,159,000,000","1,196,000,000","645,000,000","3,161,000,000","1,059,000,000","1,880,000,000","2,166,000,000","2,573,000,000","1,455,000,000","-465,000,000","179,000,000","540,000,000","574,000,000","0","500,000,000","258,000,000","450,000,000","-150,000,000","0","450,000,000","550,000,000","696,000,000","50,000,000","440,200,000","597,000,000","47,500,000","-100,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LongTermDebtIssuance,"7,547,000,000","2,422,000,000","1,452,000,000","1,030,000,000","2,643,000,000","4,857,000,000","2,149,000,000","1,630,000,000","2,356,000,000","1,707,000,000","732,000,000","2,184,000,000","2,149,000,000","1,083,000,000","708,000,000","1,242,000,000","3,968,000,000","0","0","1,476,000,000","2,061,000,000","1,844,000,000","4,001,000,000","3,175,000,000","2,285,000,000","2,982,000,000","1,130,000,000","758,000,000",,"1,276,000,000","1,762,000,000","1,215,000,000","1,021,000,000","3,696,000,000","2,766,000,000","2,305,000,000","2,366,000,000","2,823,000,000","1,455,000,000","0","379,000,000","1,200,000,000","724,000,000","0","500,000,000","392,000,000","450,000,000","0","0","600,000,000","550,000,000","750,000,000","500,000,000","500,000,000","600,000,000","400,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LongTermDebtPayments,"-5,531,000,000","-3,287,000,000","-911,000,000","105,000,000","-1,438,000,000","-344,000,000","-32,000,000","-976,000,000","-912,000,000","-946,000,000","-249,000,000","-1,611,000,000","-1,657,000,000","-1,674,000,000","-410,000,000","-795,000,000","-1,789,000,000","-586,000,000","-1,802,000,000","-2,852,000,000","-1,461,000,000","-1,870,000,000","-3,079,000,000","-2,694,000,000","-500,000,000","-3,145,000,000","-301,000,000","-423,000,000","-1,164,000,000","-25,000,000","-603,000,000","-19,000,000","-376,000,000","-523,000,000","-200,000,000","-425,000,000","-200,000,000","-250,000,000","0","-460,000,000","-200,000,000","-647,000,000","-156,000,000","0",,"-134,000,000","0","-150,000,000","0","-150,000,000","0","-54,000,000","-450,000,000","-59,800,000","-3,000,000","-352,500,000","-100,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,"481,000,000","114,000,000","262,000,000","16,000,000","89,000,000","310,000,000","-205,000,000","316,000,000","-27,000,000","152,000,000","614,000,000","-480,000,000","-63,000,000","-372,000,000","353,000,000","46,000,000","-154,000,000","-224,000,000","237,000,000","10,000,000","-443,000,000","-37,000,000","452,000,000","443,000,000","260,000,000","0","-126,000,000","-103,000,000","243,000,000","51,000,000","-88,000,000","-95,000,000","-456,000,000","99,000,000","191,000,000","83,000,000","361,000,000","-125,000,000","-371,000,000","358,000,000","-212,000,000","819,000,000","391,000,000","-631,000,000","-392,000,000","690,000,000","-513,000,000","302,000,000","-244,000,000","-196,000,000","31,000,000","-561,000,000","83,000,000","404,300,000","622,600,000","-151,300,000","-675,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtIssuance,,,,,,"3,270,000,000","-944,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-91,000,000","343,000,000","9,000,000","-137,000,000","35,000,000","1,000,000","349,000,000","414,300,000","275,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-422,000,000","-41,000,000","-253,000,000","-59,000,000","-4,000,000","-562,000,000","-266,000,000","-10,000,000","346,900,000","-199,300,000","-675,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-148,000,000","0","0","-100,000,000","-48,000,000","2,000,000","0","3,000,000","0","2,000,000","0","2,000,000","1,000,000","0","0","0","18,000,000","4,000,000","3,000,000","1,000,000","13,000,000","1,527,000,000","13,000,000","5,000,000","4,000,000","20,000,000","7,000,000","6,000,000","2,227,000,000","10,000,000","7,000,000","32,000,000","8,000,000","8,000,000","64,000,000","390,000,000","16,000,000","12,000,000","2,000,000","592,000,000","22,000,000","46,000,000","10,000,000","392,000,000","17,000,000","17,000,000","7,000,000","6,000,000","16,000,000","13,000,000","29,000,000","10,000,000","14,000,000","17,400,000","6,000,000",,,"4,099,808","1,000,375","-24,049,118","48,348,935","7,500,328","7,000,054","18,699,787","567,500,000","14,100,288","10,499,944","18,399,301","20,100,420","6,800,314","7,500,337","11,999,537","27,400,242","-337,299,587","7,399,435","4,799,938","19,500,262","16,400,155","25,499,865","24,900,214","4,100,191","3,500,567","258,199,257","209,100,870","15,799,873","3,599,730","11,101,082","3,998,745","4,600,347","7,100,149","5,500,212","159,400,030","3,400,029","263,604,971","180,632,963","1,980,750","2,566,038","333,833,182","2,059,310","2,885,586","2,553,191","290,243,184","5,397,052","10,459,663","9,554,140","117,879,286","8,804,678","7,598,264","7,282,799","-2,139,589","6,849,628","136,060,354","11,670,294","4,228,916","3,530,240","2,905,253","276,817","-67,533,361","611,855","790,327","1,132,503","178,423","100,794","377,422","2,140,564"
			CommonStockIssuance,"3,000,000","0","0","1,000,000","2,000,000","2,000,000","0","3,000,000","0","2,000,000","0","2,000,000","1,000,000","0","0","0","18,000,000","4,000,000","3,000,000","1,000,000","13,000,000","1,527,000,000","13,000,000","5,000,000","4,000,000","20,000,000","7,000,000","6,000,000","2,227,000,000","10,000,000","7,000,000","32,000,000","8,000,000","8,000,000","64,000,000","390,000,000","16,000,000","12,000,000","2,000,000","592,000,000","22,000,000","46,000,000","10,000,000","392,000,000","17,000,000","17,000,000","7,000,000","6,000,000","16,000,000","13,000,000","29,000,000","10,000,000","14,000,000","17,400,000","6,000,000",,,"4,099,808","1,000,375","-24,049,118","48,348,935","7,500,328","7,000,054","18,699,787","567,500,000","14,100,288","10,499,944","18,399,301","20,100,420","6,800,314","7,500,337","11,999,537","27,400,242","12,700,413","7,399,435","4,799,938","19,500,262","16,400,155","25,499,865","24,900,214","4,100,191","3,500,567","258,199,257","209,100,870","15,799,873","3,599,730","2,400,628","12,699,199","4,600,347","7,100,149","5,500,212","159,400,030","3,400,029","263,604,971","180,632,963","1,980,750","2,566,038","333,833,182","2,059,310","2,885,586","2,553,191","290,243,184","5,397,052","10,459,663","9,554,140","117,879,286","8,804,678","7,598,264","7,282,799","-2,139,589","6,849,628","136,060,354","11,670,294","4,228,916","3,530,240","2,905,253","276,817","112,919","611,855","790,327","1,132,503","178,423","100,794","377,422","2,140,564"
			CommonStockPayments,"-151,000,000","0","0","-101,000,000","-50,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPreferredStockIssuance,"-1,003,000,000","0","0","-253,000,000","-750,000,000","-300,000,000","0","0","-115,000,000",,"0","0","0","0","0","0","-300,000,000",,,,,,,,,"737,000,000",,,,"0","0","0","0","0","607,000,000","490,000,000","268,000,000","242,000,000","200,000,000","587,000,000","399,000,000","389,000,000","827,000,000","592,000,000","826,000,000","438,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStockIssuance,"0",,,,,,,,,,,,,,,,,,,,,,,,,"737,000,000",,,,"0","0","0","0","0","607,000,000","490,000,000","268,000,000","242,000,000","200,000,000","587,000,000","399,000,000","389,000,000","827,000,000","592,000,000","826,000,000","438,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStockPayments,"-1,003,000,000","0","0","-253,000,000","-750,000,000","-300,000,000","0","0","-115,000,000",,"0","0","0","0","0","0","-300,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashDividendsPaid,"-7,306,000,000","-1,826,000,000","-1,822,000,000","-1,825,000,000","-1,833,000,000","-1,785,000,000","-1,784,000,000","-1,781,000,000","-1,783,000,000","-1,736,000,000","-1,734,000,000","-1,733,000,000","-1,737,000,000","-1,589,000,000","-1,600,000,000","-1,591,000,000","-1,576,000,000","-1,322,000,000","-855,000,000","-816,000,000","-851,000,000","-1,171,000,000","-732,000,000","-740,000,000","-437,000,000","-369,000,000","-373,000,000","-352,000,000","-349,000,000","-315,000,000","-302,000,000","-309,000,000","-312,000,000","-255,000,000","-256,000,000","-244,000,000","-239,000,000","-220,000,000","-216,000,000","-214,000,000","-202,000,000","-172,000,000","-179,000,000","-168,000,000","-171,000,000","-145,000,000","-128,000,000","-138,000,000","-126,000,000","-112,000,000","-108,000,000","-106,000,000","-114,000,000","-137,300,000","-103,000,000","-102,900,000","-110,800,000","-109,700,234","-92,399,908","-50,455,768","-123,444,090","-115,199,722","-114,800,014","-114,599,925","-114,599,862","-102,900,414","-102,299,809","-102,499,450","-102,300,327","-102,199,535","-88,600,036","-88,600,438","-88,599,758","-59,999,771","-101,699,346","-73,600,352","-87,400,315","-53,000,110","-79,600,459","-78,798,762","-79,400,617","-73,499,402","-70,899,955","-70,900,746","-69,399,299","-63,000,559","-71,900,110","-54,400,284","-62,599,716","-57,699,099","-59,100,171","-54,700,602","-52,799,768","-52,349,227","-50,665,591","-48,845,310","-46,490,566","-44,624,326","-42,795,243","-40,421,153","-40,425,532","-40,351,864","-37,049,967","-34,948,328","-34,754,916","-33,397,880","-31,621,817","-30,594,101","-30,328,370","-30,750,612","-29,920,775","-30,001,472","-25,634,749","-20,227,602","-20,024,657","-19,914,194","-20,069,204","-20,060,050","-19,898,524","-19,984,968","-19,881,716","-19,969,879","-19,846,659","-19,973,547","-298,251,873"
			CommonStockDividendPaid,"-6,968,000,000","-1,742,000,000","-1,741,000,000","-1,743,000,000","-1,742,000,000","-1,692,000,000","-1,692,000,000","-1,691,000,000","-1,691,000,000","-1,640,000,000","-1,640,000,000","-1,639,000,000","-1,641,000,000","-1,493,000,000","-1,504,000,000","-1,490,000,000","-1,486,000,000","-1,226,000,000","-761,000,000","-729,000,000","-764,000,000","-1,087,000,000","-650,000,000","-659,000,000","-354,000,000","-293,000,000","-300,000,000","-281,000,000","-276,000,000","-241,000,000","-230,000,000","-238,000,000","-241,000,000","-184,000,000","-193,000,000","-187,000,000","-185,000,000","-170,000,000","-167,000,000","-173,000,000","-164,000,000","-142,000,000","-150,000,000","-149,000,000","-156,000,000","-143,000,000","-127,000,000","-136,000,000","-124,000,000","-110,000,000","-107,000,000","-104,000,000","-112,000,000","-135,400,000","-101,300,000","-101,200,000","-109,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStockDividendPaid,"-338,000,000","-84,000,000","-81,000,000","-82,000,000","-91,000,000","-93,000,000","-92,000,000","-90,000,000","-92,000,000","-96,000,000","-94,000,000","-94,000,000","-96,000,000","-96,000,000","-96,000,000","-101,000,000","-90,000,000","-96,000,000","-94,000,000","-87,000,000","-87,000,000","-84,000,000","-82,000,000","-81,000,000","-83,000,000","-76,000,000","-73,000,000","-71,000,000","-73,000,000","-74,000,000","-72,000,000","-71,000,000","-71,000,000","-71,000,000","-63,000,000","-57,000,000","-54,000,000","-50,000,000","-49,000,000","-41,000,000","-38,000,000","-30,000,000","-29,000,000","-19,000,000","-15,000,000","-2,000,000","-1,000,000","-2,000,000","-2,000,000","-2,000,000","-1,000,000","-2,000,000","-2,000,000","-1,900,000","-1,700,000","-1,700,000","-1,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"532,000,000","934,000,000","-161,000,000","-95,000,000","-146,000,000","-497,000,000","-87,000,000","-90,000,000","-84,000,000","-104,000,000","-84,000,000","-100,000,000","-79,000,000","-69,000,000","-117,000,000","-59,000,000","-68,000,000","-354,000,000","1,005,000,000","-209,000,000","-328,000,000","546,000,000","-252,000,000","342,000,000","-19,000,000","-224,000,000","-217,000,000","344,000,000","-206,000,000","460,000,000","-171,000,000","-138,000,000","340,000,000","208,000,000","-71,000,000","-109,000,000","-107,000,000","262,000,000","105,000,000","-127,000,000","234,000,000","103,000,000","326,000,000","-127,000,000","-117,000,000","211,000,000","-15,000,000","-20,000,000","-24,000,000","-3,000,000","-12,000,000","-16,000,000","51,000,000","187,600,000","-10,000,000","3,800,000","161,600,000","1,248,700,256","2,699,683","-8,985,136","-4,114,803","-6,300,387","799,226","-7,000,456","-5,698,800","-5,900,517","-5,499,966","-13,798,490","-6,101,120","5,898,419","7,399,440","-7,398,254","-4,500,605","-2,099,947","15,500,006","-15,199,133","-600,734","-27,501,138","-1,299,042","-1,702,255","-198,325","425,797,891","-1,399,650","-195,099,904","192,799,554","-1,097,578","-1,201,054","-597,465","-1,201,324","4,298,648","-1,198,636",,,,,"4,273","-150,943",,,"-876,815","141,844","4,695,483","-2,593","-4,554,426","-138,465","-2,037,656","-2,201,621","-2,000,064","-2,394,344","-3,823,591","-3,723,629","-2,528,105","120,792,532","-963,453,227",,,,"155,682,007","-16,721,272","-41,181,444","-97,646,911",,,,"-118,921"
EndCashPosition,"907,000,000","907,000,000","1,057,000,000","1,088,000,000","454,000,000","320,000,000","515,000,000","459,000,000","524,000,000","490,000,000","692,000,000","497,000,000","840,000,000","676,000,000","872,000,000","767,000,000","757,000,000","637,000,000","726,000,000","622,000,000","723,000,000","480,000,000","745,000,000","2,028,000,000","1,855,000,000","2,117,000,000","1,036,000,000","1,257,000,000","1,735,000,000","1,015,000,000","1,024,000,000","1,209,000,000","1,191,000,000","1,261,000,000","1,088,000,000","1,248,000,000","849,000,000","776,000,000","516,000,000","1,077,000,000","1,346,000,000","1,776,000,000","1,726,000,000","667,000,000","1,094,000,000","420,000,000","584,000,000","303,000,000","351,000,000","242,000,000","470,000,000","409,000,000","421,000,000","327,000,000","404,600,000","354,400,000","335,100,000","541,700,000","266,700,021","307,799,715","238,658,574","166,699,772","170,900,328","256,500,531","237,799,815","139,699,441","198,000,447","148,600,112","181,400,047","153,900,454","160,399,535","136,399,902","160,500,605","105,500,360","170,599,723","104,400,267","108,600,472","104,100,219","84,600,216","227,399,703","42,400,470","40,700,346","246,000,000","155,599,333","58,500,637","74,000,318","51,000,473","130,800,303","89,000,473","67,000,600","51,400,661","22,999,852","47,400,319","53,530,093","80,557,594","0","0","124,767,802","0","0","0","0","0","0","0","0","25,384,718","37,652,085","41,302,451","0","21,015,746","44,848,588","119,994,563","0","0","0","0","0","0","0","0","0","0","0","0"
	ChangesInCash,"532,000,000","-142,000,000","-74,000,000","610,000,000","138,000,000","-202,000,000","48,000,000","-52,000,000","41,000,000","-204,000,000","203,000,000","-318,000,000","153,000,000","-257,000,000","97,000,000","28,000,000","127,000,000","-134,000,000",,,"117,000,000","-270,000,000","-236,000,000","196,000,000","-253,000,000","1,067,000,000","-226,000,000","-480,000,000","760,000,000","-33,000,000","-236,000,000","11,000,000","-131,000,000","140,000,000","-185,000,000","416,000,000","55,000,000","248,000,000","-557,000,000","-281,000,000","-430,000,000","45,000,000","1,070,000,000","-433,000,000","383,000,000","-258,000,000","257,000,000","-47,000,000","114,000,000","-219,000,000","68,000,000","-24,000,000","101,000,000","-42,900,000","50,200,000","19,300,000","-206,600,000","274,998,936","-41,099,078","68,062,389","73,037,753","-4,199,742","-85,600,768","18,700,582","98,099,630","-58,299,372","49,400,312","-32,800,615","27,500,001","-6,500,303","23,999,172","-24,097,845","54,998,790","-65,099,649","66,201,071","-4,201,396","4,500,262","19,500,153","-142,800,743","185,001,615","1,699,722","-205,300,284","90,399,758","97,100,560","-15,500,318","23,500,481","-79,799,988","41,801,249","21,999,054","15,600,000","28,399,198","-24,399,581","-6,199,797","-27,011,218","23,594,464","-13,568,855","-54,339,622","65,113,191","24,732,552","-3,834,061","-12,482,270","46,298,739","3,445,853","-69,332,683","57,186,375","-11,556,433","-12,288,651","-3,684,880","9,577,381","10,696,616","-23,797,526","-75,163,260","107,626,046","-9,433,917","-29,182,856","-283,526,062","108,788,928","178,900,037","-9,904,389","-83,276,099","-120,800,302","60,641,118","19,061,248","-24,581,362","-449,399,453"
	EffectOfExchangeRateChanges,"55,000,000","-8,000,000","43,000,000","24,000,000","-4,000,000","7,000,000","8,000,000","-13,000,000","-7,000,000","2,000,000","-8,000,000","-25,000,000","11,000,000","61,000,000","8,000,000","-18,000,000","-7,000,000","45,000,000","-12,000,000","16,000,000","19,000,000","5,000,000","-45,000,000","-23,000,000","-9,000,000","14,000,000","5,000,000","2,000,000","-40,000,000","24,000,000","51,000,000","7,000,000","61,000,000","33,000,000","25,000,000","-17,000,000","18,000,000","12,000,000","-4,000,000","12,000,000","0","5,000,000","-11,000,000","6,000,000","-12,000,000","-6,000,000","24,000,000","-1,000,000","-5,000,000","-9,000,000","-7,000,000","12,000,000","-7,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"292,597","-146,561","-138,580","553,633","-4,045,155","8,451,425","3,292,870","-2,139,172",,,,
